Year,Month,Day,Hour,Minute,Second,KUM_META.CO
2020,10,29,02,00,00,161.95563
2020,10,29,03,00,00,151.4291
2020,10,29,04,00,00,157.48103
2020,10,29,05,00,00,159.67067
2020,10,29,06,00,00,159.5632
2020,10,29,07,00,00,157.31463
2020,10,29,08,00,00,156.5004
2020,10,29,09,00,00,158.2645
2020,10,29,10,00,00,156.7396
2020,10,29,11,00,00,155.28837
2020,10,29,12,00,00,156.44753
2020,10,29,13,00,00,154.07547
2020,10,29,14,00,00,159.31403
2020,10,29,15,00,00,168.2134
2020,10,29,16,00,00,170.32677
2020,10,29,17,00,00,167.98547
2020,10,29,18,00,00,174.35807
2020,10,29,19,00,00,174.25753
2020,10,29,20,00,00,185.7803
2020,10,29,21,00,00,181.1952
2020,10,29,22,00,00,176.09753
2020,10,29,23,00,00,168.38673
2020,10,30,00,00,00,166.81287
2020,10,30,01,00,00,162.14673
2020,10,30,02,00,00,164.46637
2020,10,30,03,00,00,167.17167
2020,10,30,04,00,00,168.85343
2020,10,30,05,00,00,169.90557
2020,10,30,06,00,00,191.26197
2020,10,30,07,00,00,190.9907
2020,10,30,08,00,00,208.88433
2020,10,30,09,00,00,195.02373
2020,10,30,10,00,00,186.89657
2020,10,30,11,00,00,185.5411
2020,10,30,12,00,00,193.12703
2020,10,30,13,00,00,207.8595
2020,10,30,14,00,00,208.4523
2020,10,30,15,00,00,208.52857
2020,10,30,16,00,00,212.21277
2020,10,30,17,00,00,223.8729
2020,10,30,18,00,00,216.53267
2020,10,30,19,00,00,233.46083
2020,10,30,20,00,00,226.24063
2020,10,30,21,00,00,219.10147
2020,10,30,22,00,00,229.57297
2020,10,30,23,00,00,233.8114
2020,10,31,00,00,00,248.5547
2020,10,31,01,00,00,237.00983
2020,10,31,02,00,00,232.53177
2020,10,31,03,00,00,235.1218
2020,10,31,04,00,00,222.02733
2020,10,31,05,00,00,212.6643
2020,10,31,06,00,00,197.5921
2020,10,31,07,00,00,204.95227
2020,10,31,08,00,00,217.26327
2020,10,31,09,00,00,225.16033
2020,10,31,10,00,00,240.83443
2020,10,31,11,00,00,265.46987
2020,10,31,12,00,00,280.8116
2020,10,31,13,00,00,303.34147
2020,10,31,14,00,00,287.51483
2020,10,31,15,00,00,256.4522
2020,10,31,16,00,00,202.6413
2020,10,31,17,00,00,202.02033
2020,10,31,18,00,00,240.13503
2020,10,31,19,00,00,265.30737
2020,10,31,20,00,00,242.7411
2020,10,31,21,00,00,264.90957
2020,10,31,22,00,00,236.36937
2020,10,31,23,00,00,191.04573
2020,11,01,00,00,00,190.32077
2020,11,01,01,00,00,184.1436
2020,11,01,02,00,00,185.48303
2020,11,01,03,00,00,180.37923
2020,11,01,04,00,00,176.5594
2020,11,01,05,00,00,176.59927
2020,11,01,06,00,00,177.59377
2020,11,01,07,00,00,179.65513
2020,11,01,08,00,00,180.23363
2020,11,01,09,00,00,174.0816
2020,11,01,10,00,00,183.67603
2020,11,01,11,00,00,184.5661
2020,11,01,12,00,00,178.26673
2020,11,01,13,00,00,180.579
2020,11,01,14,00,00,191.39023
2020,11,01,15,00,00,198.43493
2020,11,01,16,00,00,202.71453
2020,11,01,17,00,00,201.13373
2020,11,01,18,00,00,198.22
2020,11,01,19,00,00,198.88863
2020,11,01,20,00,00,201.46133
2020,11,01,21,00,00,200.60853
2020,11,01,22,00,00,196.231
2020,11,01,23,00,00,184.4088
2020,11,02,00,00,00,196.21627
2020,11,02,01,00,00,195.15893
2020,11,02,02,00,00,192.17587
2020,11,02,03,00,00,193.72893
2020,11,02,04,00,00,192.9108
2020,11,02,05,00,00,177.3225
2020,11,02,06,00,00,179.3674
2020,11,02,07,00,00,182.7994
2020,11,02,08,00,00,180.86283
2020,11,02,09,00,00,181.25153
2020,11,02,10,00,00,190.9166
2020,11,02,11,00,00,198.54153
2020,11,02,12,00,00,201.04143
2020,11,02,13,00,00,206.98633
2020,11,02,14,00,00,223.1501
2020,11,02,15,00,00,223.33817
2020,11,02,16,00,00,238.52997
2020,11,02,17,00,00,204.16533
2020,11,02,18,00,00,178.99733
2020,11,02,19,00,00,177.6995
2020,11,02,20,00,00,181.15187
2020,11,02,21,00,00,183.2479
2020,11,02,22,00,00,191.86213
2020,11,02,23,00,00,195.86787
2020,11,03,00,00,00,207.75377
2020,11,03,01,00,00,205.71927
2020,11,03,02,00,00,208.79637
2020,11,03,03,00,00,208.0168
2020,11,03,04,00,00,205.73747
2020,11,03,05,00,00,203.11103
2020,11,03,06,00,00,165.39023
2020,11,03,07,00,00,140.7054
2020,11,03,08,00,00,145.12453
2020,11,03,09,00,00,147.42857
2020,11,03,10,00,00,146.9168
2020,11,03,11,00,00,144.70767
2020,11,03,12,00,00,141.4464
2020,11,03,13,00,00,145.5232
2020,11,03,14,00,00,147.44512
2020,11,03,15,00,00,142.75333
2020,11,03,16,00,00,146.19617
2020,11,03,17,00,00,146.82797
2020,11,03,18,00,00,149.4765
2020,11,03,19,00,00,149.09473
2020,11,03,20,00,00,150.65777
2020,11,03,21,00,00,152.36163
2020,11,03,22,00,00,152.23553
2020,11,03,23,00,00,153.08833
2020,11,04,00,00,00,148.9383
2020,11,04,01,00,00,147.97543
2020,11,04,02,00,00,148.65187
2020,11,04,03,00,00,150.24523
2020,11,04,04,00,00,150.8714
2020,11,04,05,00,00,151.59983
2020,11,04,06,00,00,155.8075
2020,11,04,07,00,00,162.4882
2020,11,04,08,00,00,161.7498
2020,11,04,09,00,00,162.02843
2020,11,04,10,00,00,163.97843
2020,11,04,11,00,00,163.27167
2020,11,04,12,00,00,160.53863
2020,11,04,13,00,00,153.916
2020,11,04,14,00,00,154.56643
2020,11,04,15,00,00,158.44347
2020,11,04,16,00,00,171.12063
2020,11,04,17,00,00,170.46803
2020,11,04,18,00,00,166.15593
2020,11,04,19,00,00,160.2704
2020,11,04,20,00,00,168.06173
2020,11,04,21,00,00,183.75577
2020,11,04,22,00,00,175.4557
2020,11,04,23,00,00,165.08993
2020,11,05,00,00,00,171.3958
2020,11,05,01,00,00,169.74827
2020,11,05,02,00,00,172.91723
2020,11,05,03,00,00,173.78693
2020,11,05,04,00,00,170.96203
2020,11,05,05,00,00,169.38167
2020,11,05,06,00,00,173.17377
2020,11,05,07,00,00,177.5565
2020,11,05,08,00,00,178.2468
2020,11,05,09,00,00,171.6896
2020,11,05,10,00,00,168.4058
2020,11,05,11,00,00,169.56757
2020,11,05,12,00,00,167.17643
2020,11,05,13,00,00,168.20993
2020,11,05,14,00,00,163.029
2020,11,05,15,00,00,171.34337
2020,11,05,16,00,00,176.83067
2020,11,05,17,00,00,179.20533
2020,11,05,18,00,00,172.03323
2020,11,05,19,00,00,171.21553
2020,11,05,20,00,00,177.9959
2020,11,05,21,00,00,178.4652
2020,11,05,22,00,00,173.1339
2020,11,05,23,00,00,168.20586
2020,11,06,00,00,00,164.8022
2020,11,06,01,00,00,158.95393
2020,11,06,02,00,00,158.77107
2020,11,06,03,00,00,157.23057
2020,11,06,04,00,00,160.69073
2020,11,06,05,00,00,156.99527
2020,11,06,06,00,00,158.8456
2020,11,06,07,00,00,173.01213
2020,11,06,08,00,00,186.49053
2020,11,06,09,00,00,179.2569
2020,11,06,10,00,00,177.23193
2020,11,06,11,00,00,173.21017
2020,11,06,12,00,00,173.9321
2020,11,06,13,00,00,166.48613
2020,11,06,14,00,00,173.77047
2020,11,06,15,00,00,190.2406
2020,11,06,16,00,00,185.5138
2020,11,06,17,00,00,178.64937
2020,11,06,18,00,00,172.23083
2020,11,06,19,00,00,165.8552
2020,11,06,20,00,00,159.16583
2020,11,06,21,00,00,159.44187
2020,11,06,22,00,00,152.07
2020,11,06,23,00,00,145.25843
2020,11,07,00,00,00,147.17983
2020,11,07,01,00,00,144.62533
2020,11,07,02,00,00,141.71117
2020,11,07,03,00,00,139.80667
2020,11,07,04,00,00,141.23753
2020,11,07,05,00,00,140.0424
2020,11,07,06,00,00,138.68477
2020,11,07,07,00,00,139.4262
2020,11,07,08,00,00,145.04133
2020,11,07,09,00,00,153.53423
2020,11,07,10,00,00,157.4273
2020,11,07,11,00,00,158.71473
2020,11,07,12,00,00,156.59617
2020,11,07,13,00,00,155.3798
2020,11,07,14,00,00,147.72107
2020,11,07,15,00,00,148.7719
2020,11,07,16,00,00,147.10183
2020,11,07,17,00,00,140.63737
2020,11,07,18,00,00,146.95797
2020,11,07,19,00,00,147.30463
2020,11,07,20,00,00,150.79557
2020,11,07,21,00,00,145.5986
2020,11,07,22,00,00,144.74753
2020,11,07,23,00,00,139.7317
2020,11,08,00,00,00,141.10927
2020,11,08,01,00,00,139.60733
2020,11,08,02,00,00,137.94117
2020,11,08,03,00,00,137.757
2020,11,08,04,00,00,137.65083
2020,11,08,05,00,00,143.59097
2020,11,08,06,00,00,144.53563
2020,11,08,07,00,00,148.664
2020,11,08,08,00,00,152.6485
2020,11,08,09,00,00,158.46253
2020,11,08,10,00,00,167.34067
2020,11,08,11,00,00,166.48527
2020,11,08,12,00,00,171.34077
2020,11,08,13,00,00,171.8131
2020,11,08,14,00,00,172.70403
2020,11,08,15,00,00,180.3892
2020,11,08,16,00,00,189.66297
2020,11,08,17,00,00,189.24653
2020,11,08,18,00,00,197.49633
2020,11,08,19,00,00,207.82397
2020,11,08,20,00,00,203.78833
2020,11,08,21,00,00,194.38587
2020,11,08,22,00,00,189.16203
2020,11,08,23,00,00,180.22843
2020,11,09,00,00,00,176.0134
2020,11,09,01,00,00,175.33133
2020,11,09,02,00,00,174.20943
2020,11,09,03,00,00,174.677
2020,11,09,04,00,00,168.70783
2020,11,09,05,00,00,165.51157
2020,11,09,06,00,00,167.15997
2020,11,09,07,00,00,170.66823
2020,11,09,08,00,00,173.85627
2020,11,09,09,00,00,172.4475
2020,11,09,10,00,00,172.57533
2020,11,09,11,00,00,162.2399
2020,11,09,12,00,00,158.47943
2020,11,09,13,00,00,159.27763
2020,11,09,14,00,00,157.61103
2020,11,09,15,00,00,160.5824
2020,11,09,16,00,00,163.11177
2020,11,09,17,00,00,175.56273
2020,11,09,18,00,00,178.9618
2020,11,09,19,00,00,180.94993
2020,11,09,20,00,00,174.97383
2020,11,09,21,00,00,177.9088
2020,11,09,22,00,00,176.24133
2020,11,09,23,00,00,177.35543
2020,11,10,00,00,00,179.55157
2020,11,10,01,00,00,175.44053
2020,11,10,02,00,00,174.41223
2020,11,10,03,00,00,172.20223
2020,11,10,04,00,00,171.9171
2020,11,10,05,00,00,173.8762
2020,11,10,06,00,00,180.25053
2020,11,10,07,00,00,188.04533
2020,11,10,08,00,00,202.44933
2020,11,10,09,00,00,208.9359
2020,11,10,10,00,00,218.8289
2020,11,10,11,00,00,219.0122
2020,11,10,12,00,00,229.30473
2020,11,10,13,00,00,241.23917
2020,11,10,14,00,00,244.942
2020,11,10,15,00,00,245.79047
2020,11,10,16,00,00,297.91223
2020,11,10,17,00,00,290.0104
2020,11,10,18,00,00,428.8062
2020,11,10,19,00,00,370.6377
2020,11,10,20,00,00,352.54387
2020,11,10,21,00,00,365.18637
2020,11,10,22,00,00,360.2767
2020,11,10,23,00,00,438.46823
2020,11,11,00,00,00,417.12397
2020,11,11,01,00,00,319.15467
2020,11,11,02,00,00,286.48393
2020,11,11,03,00,00,240.55623
2020,11,11,04,00,00,276.2746
2020,11,11,05,00,00,257.7795
2020,11,11,06,00,00,273.27507
2020,11,11,07,00,00,284.60803
2020,11,11,08,00,00,281.39747
2020,11,11,09,00,00,315.82147
2020,11,11,10,00,00,303.04983
2020,11,11,11,00,00,240.47563
2020,11,11,12,00,00,211.08783
2020,11,11,13,00,00,209.5144
2020,11,11,14,00,00,207.9271
2020,11,11,15,00,00,201.21173
2020,11,11,16,00,00,197.4712
2020,11,11,17,00,00,199.60797
2020,11,11,18,00,00,209.1309
2020,11,11,19,00,00,248.0568
2020,11,11,20,00,00,216.04257
2020,11,11,21,00,00,188.12463
2020,11,11,22,00,00,191.29013
2020,11,11,23,00,00,160.81857
2020,11,12,00,00,00,152.07087
2020,11,12,01,00,00,149.2321
2020,11,12,02,00,00,147.05157
2020,11,12,03,00,00,146.9259
2020,11,12,04,00,00,147.94423
2020,11,12,05,00,00,147.11093
2020,11,12,06,00,00,149.5896
2020,11,12,07,00,00,152.56357
2020,11,12,08,00,00,156.61827
2020,11,12,09,00,00,156.5966
2020,11,12,10,00,00,167.2553
2020,11,12,11,00,00,172.48823
2020,11,12,12,00,00,173.08277
2020,11,12,13,00,00,178.0466
2020,11,12,14,00,00,177.1197
2020,11,12,15,00,00,180.84203
2020,11,12,16,00,00,181.12977
2020,11,12,17,00,00,185.68843
2020,11,12,18,00,00,181.26497
2020,11,12,19,00,00,180.47543
2020,11,12,20,00,00,179.38993
2020,11,12,21,00,00,177.4759
2020,11,12,22,00,00,175.37207
2020,11,12,23,00,00,176.7531
2020,11,13,00,00,00,177.46593
2020,11,13,01,00,00,179.03503
2020,11,13,02,00,00,179.21268
2020,11,13,03,00,00,179.07793
2020,11,13,04,00,00,179.50087
2020,11,13,05,00,00,175.42797
2020,11,13,06,00,00,180.34283
2020,11,13,07,00,00,182.2716
2020,11,13,08,00,00,180.21717
2020,11,13,09,00,00,185.04277
2020,11,13,10,00,00,193.54477
2020,11,13,11,00,00,186.58327
2020,11,13,12,00,00,186.91433
2020,11,13,13,00,00,195.5082
2020,11,13,14,00,00,200.24887
2020,11,13,15,00,00,202.88873
2020,11,13,16,00,00,198.42453
2020,11,13,17,00,00,202.99837
2020,11,13,18,00,00,188.34173
2020,11,13,19,00,00,202.55767
2020,11,13,20,00,00,206.95513
2020,11,13,21,00,00,193.02217
2020,11,13,22,00,00,186.65
2020,11,13,23,00,00,187.99507
2020,11,14,00,00,00,188.53153
2020,11,14,01,00,00,186.33367
2020,11,14,02,00,00,186.30377
2020,11,14,03,00,00,186.17983
2020,11,14,04,00,00,187.79053
2020,11,14,05,00,00,189.8844
2020,11,14,06,00,00,192.46923
2020,11,14,07,00,00,196.3285
2020,11,14,08,00,00,201.29883
2020,11,14,09,00,00,205.01207
2020,11,14,10,00,00,204.0674
2020,11,14,11,00,00,201.82871
2020,11,14,12,00,00,208.24993
2020,11,14,13,00,00,211.45053
2020,11,14,14,00,00,210.11327
2020,11,14,15,00,00,211.59743
2020,11,14,16,00,00,211.11167
2020,11,14,17,00,00,214.11857
2020,11,14,18,00,00,215.25953
2020,11,14,19,00,00,210.8209
2020,11,14,20,00,00,215.2877
2020,11,14,21,00,00,210.7338
2020,11,14,22,00,00,214.9003
2020,11,14,23,00,00,206.19897
2020,11,15,00,00,00,207.47817
2020,11,15,01,00,00,209.0919
2020,11,15,02,00,00,210.102
2020,11,15,03,00,00,209.88013
2020,11,15,04,00,00,213.0855
2020,11,15,05,00,00,212.5226
2020,11,15,06,00,00,213.0322
2020,11,15,07,00,00,210.3594
2020,11,15,08,00,00,211.0679
2020,11,15,09,00,00,211.7257
2020,11,15,10,00,00,211.68713
2020,11,15,11,00,00,217.99257
2020,11,15,12,00,00,221.34353
2020,11,15,13,00,00,220.03747
2020,11,15,14,00,00,224.46007
2020,11,15,15,00,00,222.14087
2020,11,15,16,00,00,226.23933
2020,11,15,17,00,00,224.93933
2020,11,15,18,00,00,227.59653
2020,11,15,19,00,00,222.87233
2020,11,15,20,00,00,223.9769
2020,11,15,21,00,00,223.09983
2020,11,15,22,00,00,224.09347
2020,11,15,23,00,00,224.44057
2020,11,16,00,00,00,223.8586
2020,11,16,01,00,00,229.6267
2020,11,16,02,00,00,233.9999
2020,11,16,03,00,00,232.86933
2020,11,16,04,00,00,232.75233
2020,11,16,05,00,00,234.06837
2020,11,16,06,00,00,237.95233
2020,11,16,07,00,00,236.48117
2020,11,16,08,00,00,236.47077
2020,11,16,09,00,00,232.19247
2020,11,16,10,00,00,237.15197
2020,11,16,11,00,00,232.8
2020,11,16,12,00,00,228.59493
2020,11,16,13,00,00,228.50913
2020,11,16,14,00,00,235.3688
2020,11,16,15,00,00,237.5684
2020,11,16,16,00,00,239.7056
2020,11,16,17,00,00,238.8138
2020,11,16,18,00,00,244.19623
2020,11,16,19,00,00,242.50017
2020,11,16,20,00,00,240.2984
2020,11,16,21,00,00,239.14487
2020,11,16,22,00,00,236.7858
2020,11,16,23,00,00,235.49533
2020,11,17,00,00,00,235.8446
2020,11,17,01,00,00,231.75393
2020,11,17,02,00,00,229.19813
2020,11,17,03,00,00,228.146
2020,11,17,04,00,00,231.7158
2020,11,17,05,00,00,233.70697
2020,11,17,06,00,00,244.5962
2020,11,17,07,00,00,255.47373
2020,11,17,08,00,00,260.26683
2020,11,17,09,00,00,255.2224
2020,11,17,10,00,00,241.29983
2020,11,17,11,00,00,236.0708
2020,11,17,12,00,00,227.535
2020,11,17,13,00,00,228.52733
2020,11,17,14,00,00,229.8282
2020,11,17,15,00,00,231.77993
2020,11,17,16,00,00,230.44093
2020,11,17,17,00,00,232.04773
2020,11,17,18,00,00,236.27923
2020,11,17,19,00,00,236.12973
2020,11,17,20,00,00,234.17757
2020,11,17,21,00,00,224.3981
2020,11,17,22,00,00,218.65513
2020,11,17,23,00,00,193.4451
2020,11,18,00,00,00,157.37617
2020,11,18,01,00,00,153.86227
2020,11,18,02,00,00,153.53207
2020,11,18,03,00,00,143.04237
2020,11,18,04,00,00,147.92083
2020,11,18,05,00,00,155.81313
2020,11,18,06,00,00,157.35753
2020,11,18,07,00,00,155.3473
2020,11,18,08,00,00,149.8691
2020,11,18,09,00,00,154.41607
2020,11,18,10,00,00,152.59173
2020,11,18,11,00,00,144.1101
2020,11,18,12,00,00,145.284
2020,11,18,13,00,00,146.7478
2020,11,18,14,00,00,159.99393
2020,11,18,15,00,00,131.9135
2020,11,18,16,00,00,130.73917
2020,11,18,17,00,00,126.6836
2020,11,18,18,00,00,127.4844
2020,11,18,19,00,00,124.0914
2020,11,18,20,00,00,121.32067
2020,11,18,21,00,00,123.42103
2020,11,18,22,00,00,120.87997
2020,11,18,23,00,00,121.10227
2020,11,19,00,00,00,121.79343
2020,11,19,01,00,00,124.75917
2020,11,19,02,00,00,127.24173
2020,11,19,03,00,00,125.73373
2020,11,19,04,00,00,118.67257
2020,11,19,05,00,00,119.25713
2020,11,19,06,00,00,123.34173
2020,11,19,07,00,00,127.03503
2020,11,19,08,00,00,127.44583
2020,11,19,09,00,00,130.90383
2020,11,19,10,00,00,138.75323
2020,11,19,11,00,00,147.80513
2020,11,19,12,00,00,148.5665
2020,11,19,13,00,00,156.38687
2020,11,19,14,00,00,139.61167
2020,11,19,15,00,00,124.5672
2020,11,19,16,00,00,125.61847
2020,11,19,17,00,00,124.46017
2020,11,19,18,00,00,128.96987
2020,11,19,19,00,00,132.26797
2020,11,19,20,00,00,135.4755
2020,11,19,21,00,00,134.845
2020,11,19,22,00,00,138.55867
2020,11,19,23,00,00,139.2936
2020,11,20,00,00,00,140.98793
2020,11,20,01,00,00,143.6564
2020,11,20,02,00,00,147.38437
2020,11,20,03,00,00,153.70583
2020,11,20,04,00,00,158.3529
2020,11,20,05,00,00,162.54107
2020,11,20,06,00,00,167.62753
2020,11,20,07,00,00,169.6434
2020,11,20,08,00,00,177.5188
2020,11,20,09,00,00,180.0902
2020,11,20,10,00,00,177.44947
2020,11,20,11,00,00,179.227
2020,11,20,12,00,00,185.59128
2020,11,20,13,00,00,188.80973
2020,11,20,14,00,00,188.91373
2020,11,20,15,00,00,190.6605
2020,11,20,16,00,00,187.4664
2020,11,20,17,00,00,186.22403
2020,11,20,18,00,00,191.58177
2020,11,20,19,00,00,192.864
2020,11,20,20,00,00,190.51013
2020,11,20,21,00,00,195.3704
2020,11,20,22,00,00,195.71013
2020,11,20,23,00,00,186.96027
2020,11,21,00,00,00,184.648
2020,11,21,01,00,00,185.7907
2020,11,21,02,00,00,186.70677
2020,11,21,03,00,00,185.11383
2020,11,21,04,00,00,183.69683
2020,11,21,05,00,00,184.38887
2020,11,21,06,00,00,187.3377
2020,11,21,07,00,00,191.92583
2020,11,21,08,00,00,204.82833
2020,11,21,09,00,00,214.12507
2020,11,21,10,00,00,218.18843
2020,11,21,11,00,00,192.46707
2020,11,21,12,00,00,189.07537
2020,11,21,13,00,00,194.9817
2020,11,21,14,00,00,190.0157
2020,11,21,15,00,00,182.65943
2020,11,21,16,00,00,183.62837
2020,11,21,17,00,00,178.44137
2020,11,21,18,00,00,178.43833
2020,11,21,19,00,00,176.0979
2020,11,21,20,00,00,176.8948
2020,11,21,21,00,00,180.27957
2020,11,21,22,00,00,184.60683
2020,11,21,23,00,00,183.088
2020,11,22,00,00,00,187.10977
2020,11,22,01,00,00,176.4203
2020,11,22,02,00,00,180.5699
2020,11,22,03,00,00,179.28333
2020,11,22,04,00,00,177.20853
2020,11,22,05,00,00,170.48407
2020,11,22,06,00,00,162.68407
2020,11,22,07,00,00,157.75967
2020,11,22,08,00,00,150.8961
2020,11,22,09,00,00,153.36133
2020,11,22,10,00,00,153.0996
2020,11,22,11,00,00,152.45133
2020,11,22,12,00,00,150.6842
2020,11,22,13,00,00,155.8491
2020,11,22,14,00,00,155.6619
2020,11,22,15,00,00,160.12133
2020,11,22,16,00,00,164.26053
2020,11,22,17,00,00,163.65993
2020,11,22,18,00,00,161.22763
2020,11,22,19,00,00,162.61127
2020,11,22,20,00,00,160.22013
2020,11,22,21,00,00,163.48053
2020,11,22,22,00,00,161.1232
2020,11,22,23,00,00,168.75983
2020,11,23,00,00,00,162.7547
2020,11,23,01,00,00,162.75557
2020,11,23,02,00,00,158.42137
2020,11,23,03,00,00,160.99667
2020,11,23,04,00,00,157.37747
2020,11,23,05,00,00,157.2024
2020,11,23,06,00,00,160.46843
2020,11,23,07,00,00,167.3476
2020,11,23,08,00,00,173.38047
2020,11,23,09,00,00,170.27477
2020,11,23,10,00,00,168.10073
2020,11,23,11,00,00,168.75637
2020,11,23,12,00,00,165.27757
2020,11,23,13,00,00,168.879
2020,11,23,14,00,00,169.56843
2020,11,23,15,00,00,177.77447
2020,11,23,16,00,00,173.9308
2020,11,23,17,00,00,172.27417
2020,11,23,18,00,00,170.907
2020,11,23,19,00,00,171.245
2020,11,23,20,00,00,170.9668
2020,11,23,21,00,00,167.9287
2020,11,23,22,00,00,167.69817
2020,11,23,23,00,00,168.2368
2020,11,24,00,00,00,167.982
2020,11,24,01,00,00,165.78153
2020,11,24,02,00,00,163.2201
2020,11,24,03,00,00,161.6497
2020,11,24,04,00,00,163.965
2020,11,24,05,00,00,168.0236
2020,11,24,06,00,00,174.67527
2020,11,24,07,00,00,178.21213
2020,11,24,08,00,00,186.92777
2020,11,24,09,00,00,187.6185
2020,11,24,10,00,00,180.24793
2020,11,24,11,00,00,175.72567
2020,11,24,12,00,00,172.20657
2020,11,24,13,00,00,171.5115
2020,11,24,14,00,00,176.54033
2020,11,24,15,00,00,178.59693
2020,11,24,16,00,00,191.1883
2020,11,24,17,00,00,209.7497
2020,11,24,18,00,00,224.66027
2020,11,24,19,00,00,237.17883
2020,11,24,20,00,00,310.14653
2020,11,24,21,00,00,435.5727
2020,11,24,22,00,00,512.00273
2020,11,24,23,00,00,435.57227
2020,11,25,00,00,00,321.15927
2020,11,25,01,00,00,255.85637
2020,11,25,02,00,00,221.0103
2020,11,25,03,00,00,216.44297
2020,11,25,04,00,00,192.5585
2020,11,25,05,00,00,203.7981
2020,11,25,06,00,00,215.5178
2020,11,25,07,00,00,220.4188
2020,11,25,08,00,00,224.99559
2020,11,25,09,00,00,219.95383
2020,11,25,10,00,00,216.7086
2020,11,25,11,00,00,222.04207
2020,11,25,12,00,00,205.6599
2020,11,25,13,00,00,196.5768
2020,11,25,14,00,00,186.66127
2020,11,25,15,00,00,186.71023
2020,11,25,16,00,00,181.9531
2020,11,25,17,00,00,186.77133
2020,11,25,18,00,00,197.94527
2020,11,25,19,00,00,170.7653
2020,11,25,20,00,00,166.617
2020,11,25,21,00,00,167.3216
2020,11,25,22,00,00,160.94553
2020,11,25,23,00,00,158.05823
2020,11,26,00,00,00,154.8039
2020,11,26,01,00,00,153.09743
2020,11,26,02,00,00,153.29807
2020,11,26,03,00,00,156.19403
2020,11,26,04,00,00,170.64743
2020,11,26,05,00,00,172.13203
2020,11,26,06,00,00,170.7692
2020,11,26,07,00,00,174.71773
2020,11,26,08,00,00,178.54883
2020,11,26,09,00,00,187.26577
2020,11,26,10,00,00,182.45533
2020,11,26,11,00,00,179.54073
2020,11,26,12,00,00,179.52773
2020,11,26,13,00,00,186.52997
2020,11,26,14,00,00,179.12907
2020,11,26,15,00,00,193.68127
2020,11,26,16,00,00,185.4241
2020,11,26,17,00,00,180.42343
2020,11,26,18,00,00,172.91377
2020,11,26,19,00,00,174.84643
2020,11,26,20,00,00,179.0359
2020,11,26,21,00,00,173.7462
2020,11,26,22,00,00,170.63053
2020,11,26,23,00,00,170.43943
2020,11,27,00,00,00,174.4963
2020,11,27,01,00,00,173.86493
2020,11,27,02,00,00,174.4287
2020,11,27,03,00,00,173.68727
2020,11,27,04,00,00,176.82893
2020,11,27,05,00,00,177.40787
2020,11,27,06,00,00,188.86
2020,11,27,07,00,00,203.25837
2020,11,27,08,00,00,190.4317
2020,11,27,09,00,00,193.40177
2020,11,27,10,00,00,194.87423
2020,11,27,11,00,00,197.14447
2020,11,27,12,00,00,199.00693
2020,11,27,13,00,00,202.56937
2020,11,27,14,00,00,197.35593
2020,11,27,15,00,00,204.15797
2020,11,27,16,00,00,206.60543
2020,11,27,17,00,00,204.86387
2020,11,27,18,00,00,205.16893
2020,11,27,19,00,00,212.93643
2020,11,27,20,00,00,209.4156
2020,11,27,21,00,00,211.3901
2020,11,27,22,00,00,210.4049
2020,11,27,23,00,00,205.92293
2020,11,28,00,00,00,202.67943
2020,11,28,01,00,00,191.9748
2020,11,28,02,00,00,190.69603
2020,11,28,03,00,00,191.52933
2020,11,28,04,00,00,200.72597
2020,11,28,05,00,00,200.6159
2020,11,28,06,00,00,205.84147
2020,11,28,07,00,00,208.35437
2020,11,28,08,00,00,213.21117
2020,11,28,09,00,00,217.46867
2020,11,28,10,00,00,224.93327
2020,11,28,11,00,00,230.447
2020,11,28,12,00,00,238.40907
2020,11,28,13,00,00,237.9675
2020,11,28,14,00,00,239.2415
2020,11,28,15,00,00,251.83807
2020,11,28,16,00,00,251.80297
2020,11,28,17,00,00,246.54837
2020,11,28,18,00,00,237.52247
2020,11,28,19,00,00,231.5559
2020,11,28,20,00,00,234.96493
2020,11,28,21,00,00,228.22747
2020,11,28,22,00,00,226.96907
2020,11,28,23,00,00,223.7793
2020,11,29,00,00,00,221.4848
2020,11,29,01,00,00,224.02933
2020,11,29,02,00,00,220.96783
2020,11,29,03,00,00,218.0554
2020,11,29,04,00,00,217.10597
2020,11,29,05,00,00,222.25613
2020,11,29,06,00,00,222.19807
2020,11,29,07,00,00,221.88173
2020,11,29,08,00,00,221.75
2020,11,29,09,00,00,222.07283
2020,11,29,10,00,00,231.7132
2020,11,29,11,00,00,240.71223
2020,11,29,12,00,00,237.818
2020,11,29,13,00,00,238.21103
2020,11,29,14,00,00,237.10473
2020,11,29,15,00,00,235.8329
2020,11,29,16,00,00,225.69073
2020,11,29,17,00,00,232.39873
2020,11,29,18,00,00,246.97217
2020,11,29,19,00,00,249.72167
2020,11,29,20,00,00,244.68547
2020,11,29,21,00,00,250.84357
2020,11,29,22,00,00,245.5569
2020,11,29,23,00,00,245.26353
2020,11,30,00,00,00,243.4522
2020,11,30,01,00,00,241.73967
2020,11,30,02,00,00,240.91157
2020,11,30,03,00,00,239.66183
2020,11,30,04,00,00,241.8584
2020,11,30,05,00,00,246.5969
2020,11,30,06,00,00,253.4167
2020,11,30,07,00,00,266.02627
2020,11,30,08,00,00,262.0851
2020,11,30,09,00,00,260.44277
2020,11,30,10,00,00,267.2227
