Year,Month,Day,Hour,Minute,Second,KUM_META.t
2020,10,11,21,00,00,9.52667
2020,10,11,22,00,00,9.39333
2020,10,11,23,00,00,8.86333
2020,10,12,00,00,00,9.02833
2020,10,12,01,00,00,8.49333
2020,10,12,02,00,00,8.48167
2020,10,12,03,00,00,8.10167
2020,10,12,04,00,00,8.09833
2020,10,12,05,00,00,8.17833
2020,10,12,06,00,00,8.33
2020,10,12,07,00,00,9.40833
2020,10,12,08,00,00,10.65
2020,10,12,09,00,00,11.08833
2020,10,12,10,00,00,11.51
2020,10,12,11,00,00,11.42667
2020,10,12,12,00,00,11.56667
2020,10,12,13,00,00,11.78333
2020,10,12,14,00,00,11.59
2020,10,12,15,00,00,11.50167
2020,10,12,16,00,00,11.19833
2020,10,12,17,00,00,9.79667
2020,10,12,18,00,00,10.05333
2020,10,12,19,00,00,10.47333
2020,10,12,20,00,00,9.51833
2020,10,12,21,00,00,9.495
2020,10,12,22,00,00,9.70667
2020,10,12,23,00,00,9.305
2020,10,13,00,00,00,9.22167
2020,10,13,01,00,00,9.31167
2020,10,13,02,00,00,9.02333
2020,10,13,03,00,00,8.94
2020,10,13,04,00,00,8.845
2020,10,13,05,00,00,8.89667
2020,10,13,06,00,00,8.90333
2020,10,13,07,00,00,8.895
2020,10,13,08,00,00,9.67
2020,10,13,09,00,00,9.63833
2020,10,13,10,00,00,9.82167
2020,10,13,11,00,00,10.435
2020,10,13,12,00,00,10.92167
2020,10,13,13,00,00,11.21667
2020,10,13,14,00,00,10.61
2020,10,13,15,00,00,10.67333
2020,10,13,16,00,00,10.68667
2020,10,13,17,00,00,9.87833
2020,10,13,18,00,00,8.84167
2020,10,13,19,00,00,7.83167
2020,10,13,20,00,00,7.58167
2020,10,13,21,00,00,6.37
2020,10,13,22,00,00,5.705
2020,10,13,23,00,00,5.21167
2020,10,14,00,00,00,4.89333
2020,10,14,01,00,00,4.54333
2020,10,14,02,00,00,4.12833
2020,10,14,03,00,00,4.10667
2020,10,14,04,00,00,4.19
2020,10,14,05,00,00,4.4
2020,10,14,06,00,00,4.85167
2020,10,14,07,00,00,5.47333
2020,10,14,08,00,00,5.5
2020,10,14,09,00,00,5.93833
2020,10,14,10,00,00,6.48167
2020,10,14,11,00,00,7.26667
2020,10,14,12,00,00,8.42
2020,10,14,13,00,00,9.15
2020,10,14,14,00,00,9.235
2020,10,14,15,00,00,9.135
2020,10,14,16,00,00,8.91167
2020,10,14,17,00,00,8.48833
2020,10,14,18,00,00,7.62667
2020,10,14,19,00,00,7.47833
2020,10,14,20,00,00,7.24333
2020,10,14,21,00,00,6.92
2020,10,14,22,00,00,6.76667
2020,10,14,23,00,00,6.75833
2020,10,15,00,00,00,6.35833
2020,10,15,01,00,00,5.765
2020,10,15,02,00,00,5.23833
2020,10,15,03,00,00,4.96667
2020,10,15,04,00,00,4.66833
2020,10,15,05,00,00,4.21167
2020,10,15,06,00,00,4.53333
2020,10,15,07,00,00,4.11167
2020,10,15,08,00,00,3.775
2020,10,15,09,00,00,4.22167
2020,10,15,10,00,00,4.91333
2020,10,15,11,00,00,5.78833
2020,10,15,12,00,00,6.09167
2020,10,15,13,00,00,6.605
2020,10,15,14,00,00,7.24
2020,10,15,15,00,00,6.84667
2020,10,15,16,00,00,6.09
2020,10,15,17,00,00,5.12333
2020,10,15,18,00,00,4.915
2020,10,15,19,00,00,5.05167
2020,10,15,20,00,00,4.86667
2020,10,15,21,00,00,4.91833
2020,10,15,22,00,00,5.02333
2020,10,15,23,00,00,5.03
2020,10,16,00,00,00,4.98667
2020,10,16,01,00,00,4.33667
2020,10,16,02,00,00,4.17333
2020,10,16,03,00,00,3.97333
2020,10,16,04,00,00,3.57333
2020,10,16,05,00,00,2.915
2020,10,16,06,00,00,2.39167
2020,10,16,07,00,00,2.38
2020,10,16,08,00,00,2.555
2020,10,16,09,00,00,3.25667
2020,10,16,10,00,00,4.56167
2020,10,16,11,00,00,5.45333
2020,10,16,12,00,00,6.27833
2020,10,16,13,00,00,6.33333
2020,10,16,14,00,00,6.93667
2020,10,16,15,00,00,6.65333
2020,10,16,16,00,00,6.54833
2020,10,16,17,00,00,5.89833
2020,10,16,18,00,00,4.97333
2020,10,16,19,00,00,4
2020,10,16,20,00,00,3.44833
2020,10,16,21,00,00,3.12833
2020,10,16,22,00,00,2.79333
2020,10,16,23,00,00,2.525
2020,10,17,00,00,00,2.16
2020,10,17,01,00,00,1.95167
2020,10,17,02,00,00,2.35333
2020,10,17,03,00,00,2.91333
2020,10,17,04,00,00,3.19
2020,10,17,05,00,00,3.31667
2020,10,17,06,00,00,3.67333
2020,10,17,07,00,00,4.11833
2020,10,17,08,00,00,4.885
2020,10,17,09,00,00,6.83333
2020,10,17,10,00,00,8.15
2020,10,17,11,00,00,8.81
2020,10,17,12,00,00,8.95833
2020,10,17,13,00,00,8.465
2020,10,17,14,00,00,8.38833
2020,10,17,15,00,00,8.79833
2020,10,17,16,00,00,8.76333
2020,10,17,17,00,00,8.615
2020,10,17,18,00,00,8.57333
2020,10,17,19,00,00,8.82833
2020,10,17,20,00,00,8.88667
2020,10,17,21,00,00,8.21667
2020,10,17,22,00,00,8.295
2020,10,17,23,00,00,8.585
2020,10,18,00,00,00,8.515
2020,10,18,01,00,00,8.335
2020,10,18,02,00,00,8.065
2020,10,18,03,00,00,7.80667
2020,10,18,04,00,00,7.51333
2020,10,18,05,00,00,6.595
2020,10,18,06,00,00,4.65333
2020,10,18,07,00,00,4.36833
2020,10,18,08,00,00,4.68833
2020,10,18,09,00,00,4.79333
2020,10,18,10,00,00,4.55
2020,10,18,11,00,00,4.98167
2020,10,18,12,00,00,5.52333
2020,10,18,13,00,00,6.12333
2020,10,18,14,00,00,6.01
2020,10,18,15,00,00,5.99167
2020,10,18,16,00,00,5.17833
2020,10,18,17,00,00,3.49333
2020,10,18,18,00,00,2.41167
2020,10,18,19,00,00,2.04667
2020,10,18,20,00,00,1.89
2020,10,18,21,00,00,2.14667
2020,10,18,22,00,00,1.905
2020,10,18,23,00,00,1.93167
2020,10,19,00,00,00,2
2020,10,19,01,00,00,1.96333
2020,10,19,02,00,00,1.81167
2020,10,19,03,00,00,2.06333
2020,10,19,04,00,00,2.17
2020,10,19,05,00,00,2.19667
2020,10,19,06,00,00,1.955
2020,10,19,07,00,00,1.46667
2020,10,19,08,00,00,1.55667
2020,10,19,09,00,00,1.83333
2020,10,19,10,00,00,2.305
2020,10,19,11,00,00,2.455
2020,10,19,12,00,00,2.715
2020,10,19,13,00,00,2.93
2020,10,19,14,00,00,3.205
2020,10,19,15,00,00,3.19667
2020,10,19,16,00,00,3.055
2020,10,19,17,00,00,2.43333
2020,10,19,18,00,00,1.95833
2020,10,19,19,00,00,1.46833
2020,10,19,20,00,00,1.34333
2020,10,19,21,00,00,1.43
2020,10,19,22,00,00,1.735
2020,10,19,23,00,00,1.50667
2020,10,20,00,00,00,1.46833
2020,10,20,01,00,00,1.39667
2020,10,20,02,00,00,1.13333
2020,10,20,03,00,00,1.24333
2020,10,20,04,00,00,1.33667
2020,10,20,05,00,00,1.00333
2020,10,20,06,00,00,0.875
2020,10,20,07,00,00,0.845
2020,10,20,08,00,00,0.97833
2020,10,20,09,00,00,1.63667
2020,10,20,10,00,00,2.34
2020,10,20,11,00,00,2.80167
2020,10,20,12,00,00,2.61833
2020,10,20,13,00,00,2.47333
2020,10,20,14,00,00,2.455
2020,10,20,15,00,00,2.34
2020,10,20,16,00,00,1.98
2020,10,20,17,00,00,1.36667
2020,10,20,18,00,00,0.75167
2020,10,20,19,00,00,0.395
2020,10,20,20,00,00,-0.01
2020,10,20,21,00,00,-0.12667
2020,10,20,22,00,00,0.08333
2020,10,20,23,00,00,0.39333
2020,10,21,00,00,00,0.745
2020,10,21,01,00,00,0.885
2020,10,21,02,00,00,1.17167
2020,10,21,03,00,00,1.955
2020,10,21,04,00,00,4.23833
2020,10,21,05,00,00,5.095
2020,10,21,06,00,00,5.29167
2020,10,21,07,00,00,5.32167
2020,10,21,08,00,00,5.83
2020,10,21,09,00,00,6.31667
2020,10,21,10,00,00,6.585
2020,10,21,11,00,00,6.68667
2020,10,21,12,00,00,6.60667
2020,10,21,13,00,00,6.57833
2020,10,21,14,00,00,6.77
2020,10,21,15,00,00,6.81667
2020,10,21,16,00,00,6.495
2020,10,21,17,00,00,6.52167
2020,10,21,18,00,00,6.77167
2020,10,21,19,00,00,6.97167
2020,10,21,20,00,00,7.16167
2020,10,21,21,00,00,7.59167
2020,10,21,22,00,00,8.02167
2020,10,21,23,00,00,8.37333
2020,10,22,00,00,00,8.63
2020,10,22,01,00,00,9.04833
2020,10,22,02,00,00,9.47167
2020,10,22,03,00,00,9.47
2020,10,22,04,00,00,9.24333
2020,10,22,05,00,00,9.22667
2020,10,22,06,00,00,9.07833
2020,10,22,07,00,00,8.97333
2020,10,22,08,00,00,8.79667
2020,10,22,09,00,00,8.74667
2020,10,22,10,00,00,8.80167
2020,10,22,11,00,00,9.085
2020,10,22,12,00,00,9.23667
2020,10,22,13,00,00,9.415
2020,10,22,14,00,00,9.65
2020,10,22,15,00,00,10.04
2020,10,22,16,00,00,10.69333
2020,10,22,17,00,00,11.17
2020,10,22,18,00,00,11.32667
2020,10,22,19,00,00,11.50167
2020,10,22,20,00,00,10.67833
2020,10,22,21,00,00,9.895
2020,10,22,22,00,00,9.715
2020,10,22,23,00,00,9.895
2020,10,23,00,00,00,10.17
2020,10,23,01,00,00,10.24
2020,10,23,02,00,00,9.66333
2020,10,23,03,00,00,9.67667
2020,10,23,04,00,00,10.73833
2020,10,23,05,00,00,10.87667
2020,10,23,06,00,00,10.99167
2020,10,23,07,00,00,10.88667
2020,10,23,08,00,00,10.79167
2020,10,23,09,00,00,11.015
2020,10,23,10,00,00,11.27333
2020,10,23,11,00,00,10.82167
2020,10,23,12,00,00,9.625
2020,10,23,13,00,00,8.94333
2020,10,23,14,00,00,7.81833
2020,10,23,15,00,00,7.28667
2020,10,23,16,00,00,6.81
2020,10,23,17,00,00,6.47667
2020,10,23,18,00,00,5.84167
2020,10,23,19,00,00,5.28
2020,10,23,20,00,00,4.54333
2020,10,23,21,00,00,3.97833
2020,10,23,22,00,00,2.97167
2020,10,23,23,00,00,2.02333
2020,10,24,00,00,00,1.79833
2020,10,24,01,00,00,1.54
2020,10,24,02,00,00,1.15333
2020,10,24,03,00,00,1.17833
2020,10,24,04,00,00,1.37167
2020,10,24,05,00,00,2.1
2020,10,24,06,00,00,2.97667
2020,10,24,07,00,00,3.185
2020,10,24,08,00,00,3.51833
2020,10,24,09,00,00,3.88833
2020,10,24,10,00,00,4.74
2020,10,24,11,00,00,5.04833
2020,10,24,12,00,00,5.44167
2020,10,24,13,00,00,5.77
2020,10,24,14,00,00,5.76833
2020,10,24,15,00,00,5.57167
2020,10,24,16,00,00,5.44667
2020,10,24,17,00,00,5.2
2020,10,24,18,00,00,5.05167
2020,10,24,19,00,00,4.91667
2020,10,24,20,00,00,4.53667
2020,10,24,21,00,00,4.29833
2020,10,24,22,00,00,3.85667
2020,10,24,23,00,00,3.62167
2020,10,25,00,00,00,3.60333
2020,10,25,01,00,00,3.52667
2020,10,25,02,00,00,3.375
2020,10,25,03,00,00,3.31167
2020,10,25,04,00,00,3.56333
2020,10,25,05,00,00,3.51167
2020,10,25,06,00,00,3.70167
2020,10,25,07,00,00,3.66833
2020,10,25,08,00,00,3.71167
2020,10,25,09,00,00,4.02667
2020,10,25,10,00,00,4.535
2020,10,25,11,00,00,5.02333
2020,10,25,12,00,00,5.235
2020,10,25,13,00,00,5.42833
2020,10,25,14,00,00,5.60833
2020,10,25,15,00,00,5.965
2020,10,25,16,00,00,6.56667
2020,10,25,17,00,00,7.92
2020,10,25,18,00,00,8.22
2020,10,25,19,00,00,8.59333
2020,10,25,20,00,00,8.80167
2020,10,25,21,00,00,8.965
2020,10,25,22,00,00,8.93667
2020,10,25,23,00,00,9.31
2020,10,26,00,00,00,9.675
2020,10,26,01,00,00,9.87333
2020,10,26,02,00,00,10.07833
2020,10,26,03,00,00,10.43167
2020,10,26,04,00,00,10.51833
2020,10,26,05,00,00,10.44833
2020,10,26,06,00,00,10.54667
2020,10,26,07,00,00,10.41167
2020,10,26,08,00,00,10.14667
2020,10,26,09,00,00,10.13833
2020,10,26,10,00,00,10.08667
2020,10,26,11,00,00,9.885
2020,10,26,12,00,00,9.83833
2020,10,26,13,00,00,9.27833
2020,10,26,14,00,00,9.32667
2020,10,26,15,00,00,9.35833
2020,10,26,16,00,00,9.44333
2020,10,26,17,00,00,9.16
2020,10,26,18,00,00,8.99833
2020,10,26,19,00,00,9.11167
2020,10,26,20,00,00,9.48667
2020,10,26,21,00,00,9.53833
2020,10,26,22,00,00,9.50333
2020,10,26,23,00,00,9.6
2020,10,27,00,00,00,9.60167
2020,10,27,01,00,00,9.66167
2020,10,27,02,00,00,9.82
2020,10,27,03,00,00,9.82
2020,10,27,04,00,00,9.975
2020,10,27,05,00,00,10.16167
2020,10,27,06,00,00,10.33833
2020,10,27,07,00,00,10.56667
2020,10,27,08,00,00,10.67167
2020,10,27,09,00,00,10.73667
2020,10,27,10,00,00,10.81833
2020,10,27,11,00,00,10.94333
2020,10,27,12,00,00,11.17833
2020,10,27,13,00,00,11.32333
2020,10,27,14,00,00,11.4
2020,10,27,15,00,00,11.40333
2020,10,27,16,00,00,11.46333
2020,10,27,17,00,00,11.48333
2020,10,27,18,00,00,11.27833
2020,10,27,19,00,00,10.97167
2020,10,27,20,00,00,10.72
2020,10,27,21,00,00,10.48833
2020,10,27,22,00,00,10.42667
2020,10,27,23,00,00,10.39333
2020,10,28,00,00,00,9.36333
2020,10,28,01,00,00,8.6
2020,10,28,02,00,00,8.18833
2020,10,28,03,00,00,8.44167
2020,10,28,04,00,00,8.67333
2020,10,28,05,00,00,9.01833
2020,10,28,06,00,00,9.375
2020,10,28,07,00,00,9.64167
2020,10,28,08,00,00,9.78667
2020,10,28,09,00,00,10.06333
2020,10,28,10,00,00,10.325
2020,10,28,11,00,00,10.405
2020,10,28,12,00,00,10.485
2020,10,28,13,00,00,10.57
2020,10,28,14,00,00,10.58667
2020,10,28,15,00,00,10.57833
2020,10,28,16,00,00,10.24167
2020,10,28,17,00,00,10.165
2020,10,28,18,00,00,9.72167
2020,10,28,19,00,00,9.545
2020,10,28,20,00,00,9.445
2020,10,28,21,00,00,9.48167
2020,10,28,22,00,00,9.31333
2020,10,28,23,00,00,9.02
2020,10,29,00,00,00,9.2
2020,10,29,01,00,00,9.42
2020,10,29,02,00,00,9.75167
2020,10,29,03,00,00,9.95167
2020,10,29,04,00,00,10.09333
2020,10,29,05,00,00,10.085
2020,10,29,06,00,00,10.10167
2020,10,29,07,00,00,10.03167
2020,10,29,08,00,00,10.10167
2020,10,29,09,00,00,10.215
2020,10,29,10,00,00,10.32667
2020,10,29,11,00,00,10.28833
2020,10,29,12,00,00,10.43667
2020,10,29,13,00,00,10.445
2020,10,29,14,00,00,10.41
2020,10,29,15,00,00,10.28
2020,10,29,16,00,00,10.20167
2020,10,29,17,00,00,10.31167
2020,10,29,18,00,00,10.18167
2020,10,29,19,00,00,9.925
2020,10,29,20,00,00,9.91
2020,10,29,21,00,00,9.75667
2020,10,29,22,00,00,9.43167
2020,10,29,23,00,00,9.455
2020,10,30,00,00,00,9.18333
2020,10,30,01,00,00,9.03667
2020,10,30,02,00,00,8.95167
2020,10,30,03,00,00,8.75333
2020,10,30,04,00,00,8.615
2020,10,30,05,00,00,9.025
2020,10,30,06,00,00,9.16833
2020,10,30,07,00,00,8.935
2020,10,30,08,00,00,9.16
2020,10,30,09,00,00,9.13
2020,10,30,10,00,00,9.33333
2020,10,30,11,00,00,9.83333
2020,10,30,12,00,00,9.34
2020,10,30,13,00,00,8.60167
2020,10,30,14,00,00,8.36
2020,10,30,15,00,00,8.35
2020,10,30,16,00,00,8.47667
2020,10,30,17,00,00,8.645
2020,10,30,18,00,00,8.32
2020,10,30,19,00,00,8.27
2020,10,30,20,00,00,8.355
2020,10,30,21,00,00,8.295
2020,10,30,22,00,00,8.01333
2020,10,30,23,00,00,7.945
2020,10,31,00,00,00,7.94667
2020,10,31,01,00,00,7.80667
2020,10,31,02,00,00,7.64833
2020,10,31,03,00,00,7.48333
2020,10,31,04,00,00,6.865
2020,10,31,05,00,00,6
2020,10,31,06,00,00,5.58667
2020,10,31,07,00,00,5.36333
2020,10,31,08,00,00,5.73667
2020,10,31,09,00,00,6.08167
2020,10,31,10,00,00,6.435
2020,10,31,11,00,00,6.395
2020,10,31,12,00,00,6.83
2020,10,31,13,00,00,7.18833
2020,10,31,14,00,00,7.46667
2020,10,31,15,00,00,7.95167
2020,10,31,16,00,00,8.02167
2020,10,31,17,00,00,8.10833
2020,10,31,18,00,00,7.82667
2020,10,31,19,00,00,7.76333
2020,10,31,20,00,00,7.68667
2020,10,31,21,00,00,7.745
2020,10,31,22,00,00,7.88833
2020,10,31,23,00,00,8.50167
2020,11,01,00,00,00,8.43
2020,11,01,01,00,00,8.375
2020,11,01,02,00,00,8.65333
2020,11,01,03,00,00,8.75167
2020,11,01,04,00,00,8.63667
2020,11,01,05,00,00,8.45667
2020,11,01,06,00,00,8.35667
2020,11,01,07,00,00,8.195
2020,11,01,08,00,00,8.10333
2020,11,01,09,00,00,8.14667
2020,11,01,10,00,00,8.13833
2020,11,01,11,00,00,8.18667
2020,11,01,12,00,00,8.33167
2020,11,01,13,00,00,8.38333
2020,11,01,14,00,00,8.22333
2020,11,01,15,00,00,8.17
2020,11,01,16,00,00,8.2
2020,11,01,17,00,00,8.27167
2020,11,01,18,00,00,8.41167
2020,11,01,19,00,00,8.38333
2020,11,01,20,00,00,8.395
2020,11,01,21,00,00,8.44833
2020,11,01,22,00,00,8.44167
2020,11,01,23,00,00,8.40833
2020,11,02,00,00,00,8.235
2020,11,02,01,00,00,8.02333
2020,11,02,02,00,00,7.36167
2020,11,02,03,00,00,7.005
2020,11,02,04,00,00,6.80333
2020,11,02,05,00,00,6.67333
2020,11,02,06,00,00,6.69167
2020,11,02,07,00,00,6.615
2020,11,02,08,00,00,6.50667
2020,11,02,09,00,00,6.425
2020,11,02,10,00,00,6.525
2020,11,02,11,00,00,6.84167
2020,11,02,12,00,00,7.17
2020,11,02,13,00,00,7.37
2020,11,02,14,00,00,7.49167
2020,11,02,15,00,00,7.28667
2020,11,02,16,00,00,7.85667
2020,11,02,17,00,00,8.23167
2020,11,02,18,00,00,8.515
2020,11,02,19,00,00,8.67167
2020,11,02,20,00,00,8.875
2020,11,02,21,00,00,9.14667
2020,11,02,22,00,00,9.27833
2020,11,02,23,00,00,9.58333
2020,11,03,00,00,00,10.06667
2020,11,03,01,00,00,10.315
2020,11,03,02,00,00,10.4
2020,11,03,03,00,00,10.58833
2020,11,03,04,00,00,10.72333
2020,11,03,05,00,00,11.09167
2020,11,03,06,00,00,12.25333
2020,11,03,07,00,00,12.05
2020,11,03,08,00,00,11.565
2020,11,03,09,00,00,11.42167
2020,11,03,10,00,00,11.56833
2020,11,03,11,00,00,11.79667
2020,11,03,12,00,00,11.78167
2020,11,03,13,00,00,11.545
2020,11,03,14,00,00,11.13
2020,11,03,15,00,00,10.97
2020,11,03,16,00,00,10.76333
2020,11,03,17,00,00,10.44167
2020,11,03,18,00,00,10.24833
2020,11,03,19,00,00,9.93667
2020,11,03,20,00,00,10.05833
2020,11,03,21,00,00,10.30667
2020,11,03,22,00,00,10.06833
2020,11,03,23,00,00,9.695
2020,11,04,00,00,00,9.34167
2020,11,04,01,00,00,9.12833
2020,11,04,02,00,00,8.82
2020,11,04,03,00,00,8.825
2020,11,04,04,00,00,8.53667
2020,11,04,05,00,00,8.41833
2020,11,04,06,00,00,8.65333
2020,11,04,07,00,00,9.22333
2020,11,04,08,00,00,9.05667
2020,11,04,09,00,00,8.66667
2020,11,04,10,00,00,8.95833
2020,11,04,11,00,00,9.015
2020,11,04,12,00,00,9.18833
2020,11,04,13,00,00,9.19167
2020,11,04,14,00,00,8.93667
2020,11,04,15,00,00,7.42667
2020,11,04,16,00,00,7.17833
2020,11,04,17,00,00,7.23333
2020,11,04,18,00,00,7.01833
2020,11,04,19,00,00,5.95167
2020,11,04,20,00,00,5.02667
2020,11,04,21,00,00,4.61833
2020,11,04,22,00,00,4.91667
2020,11,04,23,00,00,5.68833
2020,11,05,00,00,00,5.75833
2020,11,05,01,00,00,5.75
2020,11,05,02,00,00,6.67333
2020,11,05,03,00,00,7.285
2020,11,05,04,00,00,7.155
2020,11,05,05,00,00,6.51167
2020,11,05,06,00,00,6.39333
2020,11,05,07,00,00,6.61167
2020,11,05,08,00,00,7.23333
2020,11,05,09,00,00,7.81833
2020,11,05,10,00,00,8.48333
2020,11,05,11,00,00,8.965
2020,11,05,12,00,00,9.22833
2020,11,05,13,00,00,9.145
2020,11,05,14,00,00,8.9
2020,11,05,15,00,00,8.91167
2020,11,05,16,00,00,8.75667
2020,11,05,17,00,00,8.68
2020,11,05,18,00,00,8.56333
2020,11,05,19,00,00,8.5
2020,11,05,20,00,00,8.02
2020,11,05,21,00,00,7.59167
2020,11,05,22,00,00,7.685
2020,11,05,23,00,00,8.05667
2020,11,06,00,00,00,8.18333
2020,11,06,01,00,00,7.39
2020,11,06,02,00,00,6.92
2020,11,06,03,00,00,7.11667
2020,11,06,04,00,00,7.055
2020,11,06,05,00,00,6.54833
2020,11,06,06,00,00,6.865
2020,11,06,07,00,00,6.53333
2020,11,06,08,00,00,6.27833
2020,11,06,09,00,00,6.84333
2020,11,06,10,00,00,8.22667
2020,11,06,11,00,00,9.23667
2020,11,06,12,00,00,10.12833
2020,11,06,13,00,00,10.94
2020,11,06,14,00,00,10.98333
2020,11,06,15,00,00,10.75833
2020,11,06,16,00,00,10.115
2020,11,06,17,00,00,9.88667
2020,11,06,18,00,00,9.75
2020,11,06,19,00,00,9.53667
2020,11,06,20,00,00,10.05833
2020,11,06,21,00,00,10.68167
2020,11,06,22,00,00,10.34833
2020,11,06,23,00,00,10.95
2020,11,07,00,00,00,11.09167
2020,11,07,01,00,00,10.45167
2020,11,07,02,00,00,9.83
2020,11,07,03,00,00,9.405
2020,11,07,04,00,00,8.69167
2020,11,07,05,00,00,8.24667
2020,11,07,06,00,00,7.92167
2020,11,07,07,00,00,7.6
2020,11,07,08,00,00,7.38833
2020,11,07,09,00,00,7.81167
2020,11,07,10,00,00,8.785
2020,11,07,11,00,00,10.37
2020,11,07,12,00,00,10.96
2020,11,07,13,00,00,10.73
2020,11,07,14,00,00,9.48333
2020,11,07,15,00,00,9.37667
2020,11,07,16,00,00,9.18833
2020,11,07,17,00,00,8.63667
2020,11,07,18,00,00,8.73333
2020,11,07,19,00,00,8.81167
2020,11,07,20,00,00,8.88667
2020,11,07,21,00,00,8.845
2020,11,07,22,00,00,8.815
2020,11,07,23,00,00,8.70167
2020,11,08,00,00,00,8.51
2020,11,08,01,00,00,8.36333
2020,11,08,02,00,00,8.26667
2020,11,08,03,00,00,7.96667
2020,11,08,04,00,00,7.39333
2020,11,08,05,00,00,6.72333
2020,11,08,06,00,00,5.65
2020,11,08,07,00,00,4.74167
2020,11,08,08,00,00,4.03
2020,11,08,09,00,00,3.99167
2020,11,08,10,00,00,4.435
2020,11,08,11,00,00,5.08667
2020,11,08,12,00,00,5.62833
2020,11,08,13,00,00,6.09667
2020,11,08,14,00,00,6.225
2020,11,08,15,00,00,5.895
2020,11,08,16,00,00,5.14667
2020,11,08,17,00,00,4.37667
2020,11,08,18,00,00,3.74
2020,11,08,19,00,00,3.13833
2020,11,08,20,00,00,2.60167
2020,11,08,21,00,00,2.085
2020,11,08,22,00,00,1.84333
2020,11,08,23,00,00,1.805
2020,11,09,00,00,00,1.60667
2020,11,09,01,00,00,1.34167
2020,11,09,02,00,00,1.25
2020,11,09,03,00,00,1.335
2020,11,09,04,00,00,2.56
2020,11,09,05,00,00,3.90667
2020,11,09,06,00,00,4.49
2020,11,09,07,00,00,5.37
2020,11,09,08,00,00,5.65167
2020,11,09,09,00,00,5.82
2020,11,09,10,00,00,6.24333
2020,11,09,11,00,00,6.85667
2020,11,09,12,00,00,6.95667
2020,11,09,13,00,00,7.255
2020,11,09,14,00,00,7.43833
2020,11,09,15,00,00,6.87833
2020,11,09,16,00,00,6.32333
2020,11,09,17,00,00,5.7
2020,11,09,18,00,00,5.30167
2020,11,09,19,00,00,4.855
2020,11,09,20,00,00,4.39167
2020,11,09,21,00,00,3.98333
2020,11,09,22,00,00,3.57333
2020,11,09,23,00,00,3.18167
2020,11,10,00,00,00,2.40833
2020,11,10,01,00,00,1.245
2020,11,10,02,00,00,1.42833
2020,11,10,03,00,00,1.35333
2020,11,10,04,00,00,1.70333
2020,11,10,05,00,00,1.45667
2020,11,10,06,00,00,1.40167
2020,11,10,07,00,00,1.17833
2020,11,10,08,00,00,0.85
2020,11,10,09,00,00,0.66333
2020,11,10,10,00,00,0.96167
2020,11,10,11,00,00,0.8
2020,11,10,12,00,00,1.43
2020,11,10,13,00,00,2.75
2020,11,10,14,00,00,3.7
2020,11,10,15,00,00,3.36
2020,11,10,16,00,00,1.78667
2020,11,10,17,00,00,1.16
2020,11,10,18,00,00,1.54333
2020,11,10,19,00,00,1.83333
2020,11,10,20,00,00,1.85167
2020,11,10,21,00,00,1.77167
2020,11,10,22,00,00,1.70667
2020,11,10,23,00,00,1.84833
2020,11,11,00,00,00,1.795
2020,11,11,01,00,00,2.16833
2020,11,11,02,00,00,2.46167
2020,11,11,03,00,00,3.46167
2020,11,11,04,00,00,3.245
2020,11,11,05,00,00,3.33167
2020,11,11,06,00,00,3.46833
2020,11,11,07,00,00,4.1
2020,11,11,08,00,00,4.77333
2020,11,11,09,00,00,5.15833
2020,11,11,10,00,00,5.82833
2020,11,11,11,00,00,7.12
2020,11,11,12,00,00,6.83833
2020,11,11,13,00,00,6.29333
2020,11,11,14,00,00,6.035
2020,11,11,15,00,00,6.22333
2020,11,11,16,00,00,6.7
2020,11,11,17,00,00,6.64
2020,11,11,18,00,00,6.86167
2020,11,11,19,00,00,6.92
2020,11,11,20,00,00,6.99833
2020,11,11,21,00,00,7.23833
2020,11,11,22,00,00,7.74667
2020,11,11,23,00,00,7.92
2020,11,12,00,00,00,8.04833
2020,11,12,01,00,00,7.53167
2020,11,12,02,00,00,7.79333
2020,11,12,03,00,00,7.97
2020,11,12,04,00,00,7.81833
2020,11,12,05,00,00,7.54833
2020,11,12,06,00,00,7.43333
2020,11,12,07,00,00,7.33667
2020,11,12,08,00,00,7.29
2020,11,12,09,00,00,7.29833
2020,11,12,10,00,00,7.39
2020,11,12,11,00,00,7.43167
2020,11,12,12,00,00,7.15333
2020,11,12,13,00,00,6.79833
2020,11,12,14,00,00,6.55333
2020,11,12,15,00,00,6.25167
2020,11,12,16,00,00,6.06667
2020,11,12,17,00,00,5.98833
2020,11,12,18,00,00,5.91
2020,11,12,19,00,00,6.08
2020,11,12,20,00,00,6.16667
2020,11,12,21,00,00,6.08
2020,11,12,22,00,00,6.1
2020,11,12,23,00,00,6.15667
2020,11,13,00,00,00,6.15
2020,11,13,01,00,00,5.88833
2020,11,13,02,00,00,5.71833
2020,11,13,03,00,00,5.675
2020,11,13,04,00,00,5.79167
2020,11,13,05,00,00,5.90333
2020,11,13,06,00,00,5.9
2020,11,13,07,00,00,5.85
2020,11,13,08,00,00,5.70333
2020,11,13,09,00,00,5.6
2020,11,13,10,00,00,5.42833
2020,11,13,11,00,00,5.42833
2020,11,13,12,00,00,5.25833
2020,11,13,13,00,00,5.29833
2020,11,13,14,00,00,5.15
2020,11,13,15,00,00,5.00167
2020,11,13,16,00,00,5.15167
2020,11,13,17,00,00,4.90667
2020,11,13,18,00,00,4.83333
